"Zone Code","Municipality Name","Municipality id","Barangay Name","Barangay id",Status
ABR,Abra,111,Lacub,504,0
ABR,Abra,111,Penarrubia,512,0
ABR,Abra,111,Tineg,520,0
ABR,Abra,111,Boliney,497,0
ABR,Abra,111,Lagangilan,505,0
ABR,Abra,111,Pidigan,513,0
ABR,Abra,111,Tubo,521,0
ABR,Abra,111,Bucay,498,0
ABR,Abra,111,Lagayan,506,0
ABR,Abra,111,Pilar,514,0
ABR,Abra,111,Bangued,522,0
ABR,Abra,111,Bucloc,499,0
ABR,Abra,111,Langiden,507,0
ABR,Abra,111,Sal-Lapadan,515,0
ABR,Abra,111,Villaviciosa,523,0
ABR,Abra,111,Daguioman,500,0
ABR,Abra,111,Licuan,508,0
ABR,Abra,111,"San Isidro",516,0
ABR,Abra,111,Danglas,501,0
ABR,Abra,111,Luba,509,0
ABR,Abra,111,"San Juan",517,0
ABR,Abra,111,Dolores,502,0
ABR,Abra,111,Malibcong,510,0
ABR,Abra,111,"San Quintin",518,0
ABR,Abra,111,"La Paz",503,0
ABR,Abra,111,Manabo,511,0
ABR,Abra,111,Tayum,519,0
AKL,"New Washington",20,"New Washington",166,1
AKL,"Tangalan Poblacion",218,Dumatad,1510,0
AKL,"Numancia Poblacion",779,Bubog,5214,1
AKL,"Lezo  Poblacion",220,"Lezo Poblacion",1518,1
AKL,Buruanga,780,Buruanga,5222,0
AKL,Malay,28,Malay,182,0
AKL,Banga,226,"Brgy Linabuan Sur",10012,1
AKL,Banga,226,Palale,2843,1
AKL,Altavas,224,Altavas,1534,0
AKL,Kalibo,229,Ca-Ano,10020,1
AKL,Makato,31,Dumga,198,1
AKL,"New Washington",20,Candelaria,1542,0
AKL,"New Washington",20,Jalas,10028,0
AKL,"New Washington",20,Fatima,10036,0
AKL,"Numancia Poblacion",779,"Dongon West",10044,1
AKL,Ibajay,228,Monlaque,2436,2
AKL,"Tangalan Poblacion",218,Jawili,1511,0
AKL,"Numancia Poblacion",779,"Camanci Sur",5215,1
AKL,Lezo,221,Ibao,1519,2
AKL,Banga,226,Jumarap,10013,1
AKL,Makato,31,Alibagon,191,0
AKL,Kalibo,229,Nalook,10021,1
AKL,Makato,31,Libang,199,0
AKL,"New Washington",20,Cawayan,1543,2
AKL,"New Washington",20,Polo,10029,2
AKL,"New Washington",20,Pinamuk-An,10037,0
AKL,"Numancia Poblacion",779,Joyao-Joyao,10045,1
AKL,Ibajay,228,Rizal,2437,2
AKL,"Boracay Island",822,Balabag,6270,1
AKL,Kalibo,229,Andagao,5208,1
AKL,"Tangalan Poblacion",218,Pudiot,1512,0
AKL,"Numancia Poblacion",779,"Laguinbanua East",5216,1
AKL,Libacao,222,Libacao,1520,0
AKL,Banga,226,"Sta Cruz",10014,1
AKL,"Lezo  Poblacion",220,Bugasungan,2845,1
AKL,Makato,31,Baybay,192,0
AKL,Banga,226,Banga,1536,1
AKL,Kalibo,229,Pook,10022,1
AKL,Makato,31,Mantiguib,200,1
AKL,"New Washington",20,Puis,10030,0
AKL,"Numancia Poblacion",779,Albasan,10038,1
AKL,"Numancia Poblacion",779,"Laguinbanua West",10046,1
AKL,Ibajay,228,Malindog,2438,2
AKL,"Boracay Island",822,Manoc-Manoc,6271,1
AKL,Ibajay,228,Yawan,2455,2
AKL,Kalibo,229,Mabilo,5209,1
AKL,"Lezo  Poblacion",220,Ibao,2822,2
AKL,"Tangalan Poblacion",218,Panayakan,1513,0
AKL,"Numancia Poblacion",779,Tabangca,5217,1
AKL,Madalag,223,Madalag,1521,0
AKL,Banga,226,Mambog,10015,1
AKL,"Lezo  Poblacion",220,Bagto,2846,2
AKL,Makato,31,Cajilo,193,1
AKL,Batan,227,Batan,1537,0
AKL,Kalibo,229,Tinigao,10023,1
AKL,Makato,31,Tina,201,1
AKL,"New Washington",20,Jugas,10031,0
AKL,"Numancia Poblacion",779,Aliputos,10039,1
AKL,"Numancia Poblacion",779,Marianos,10047,1
AKL,Ibajay,228,Rivera,2439,2
AKL,"Boracay Island",822,Yapak,6272,1
AKL,Nabas,19,Nabas,162,0
AKL,Makato,31,Tugas,1506,2
AKL,Kalibo,229,"Bachao Norte",5210,0
AKL,"Tangalan Poblacion",218,Tagas,1514,0
AKL,"Lezo  Poblacion",220,Mina,5218,2
AKL,Makato,31,Makato,1522,1
AKL,Kalibo,229,"Linabuan Norte ",10016,1
AKL,Makato,31,Calangcang,194,1
AKL,Ibajay,228,Ibajay,1538,1
AKL,Kalibo,229,Mobo,10024,0
AKL,"New Washington",20,Lawaan,10032,0
AKL,"Numancia Poblacion",779,Badio,10040,1
AKL,"Numancia Poblacion",779,Pusiw,10048,1
AKL,Nabas,19,"New Washington",163,0
AKL,"Tangalan Poblacion",218,Baybay,1507,0
AKL,"New Washington",20,Tambak,5211,1
AKL,Ibajay,228,"Sta Cruz",6169,2
AKL,"Tangalan Poblacion",218,Tamalagon,1515,0
AKL,"Lezo  Poblacion",220,"Agcawilan ",5219,0
AKL,Makato,31,Agbalogo,1523,0
AKL,Kalibo,229,Briones,10017,1
AKL,Makato,31,Calimbajan,195,1
AKL,Kalibo,229,Kalibo,1539,1
AKL,"Lezo  Poblacion",220,"Sta Cruz",10025,1
AKL,"New Washington",20,Mabilo,10033,1
AKL,"Numancia Poblacion",779,Bulwang,10041,1
AKL,Ibajay,228,"San Jose",2433,2
AKL,Nabas,19,"Brgy Nagustan",164,0
AKL,"Tangalan Poblacion",218,Dapdap,1508,0
AKL,"New Washington",20,Dumaguit,5212,0
AKL,"Tangalan Poblacion",218,Tondog,1516,0
AKL,Banga,226,Libas,5220,0
AKL,Makato,31,Aglucay,1524,0
AKL,Kalibo,229,"New Buswang",10018,1
AKL,Kalibo,229,Estancia,1540,1
AKL,"Lezo  Poblacion",220,"Sta Cruz Biga-A",10026,1
AKL,"New Washington",20,Mataphao,10034,0
AKL,"Numancia Poblacion",779,"Camanci Norte ",10042,1
AKL,Ibajay,228,Naile,2434,2
AKL,Malay,28,"Caticlan Proper Only",11024,1
AKL,Nabas,19,"Brgy Solido",165,0
AKL,"Numancia Poblacion",779,"Numancia Poblacion",5213,1
AKL,"Tangalan Poblacion",218,"Tangalan Poblacion",5221,0
AKL,Banga,226,Cerrudo,2842,0
AKL,Kalibo,229,"Old Buswang",10019,1
AKL,Makato,31,Cayangwan,197,0
AKL,Kalibo,229,Tigayon,1541,1
AKL,"New Washington",20,Guinbaliwan,10027,0
AKL,"New Washington",20,Ochando,10035,0
AKL,"Numancia Poblacion",779,"Dongon East",10043,1
AKL,Ibajay,228,Naligusan,2435,2
ALB,Polangui,342,Apad,5669,0
ALB,Guinobatan,333,Mauraro,6747,0
ALB,Polangui,342,Danao,5677,0
ALB,Camalig,233,Manawan,7721,0
ALB,Daraga,332,Binitayan,9413,1
ALB,Malinao,338,Tambu-An,190,0
ALB,Daraga,332,"Market Area",9421,1
ALB,Guinobatan,333,Poblacion,9429,2
ALB,Camalig,233,Comon,2380,0
ALB,Malinao,338,Lilo-An,1550,0
ALB,Malinao,338,"San Dimas",6092,0
ALB,Oas,340,"San Jose",5621,0
ALB,Oas,340,Balogo,5629,0
ALB,Oas,340,Calpi,5637,0
ALB,Daraga,332,Ibaugan,6715,0
ALB,Oas,340,Moroponros,5645,0
ALB,Daraga,332,"San Ramon",6723,0
ALB,Polangui,342,Lidong,5653,0
ALB,Guinobatan,333,"Sona Mercedes",6731,0
ALB,"Legaspi City",232,Bariis,1598,0
ALB,Polangui,342,Salvacion,5661,0
ALB,Guinobatan,333,"Muladbucad Grande",6739,0
ALB,Daraga,332,"Dela Paz",2325,0
ALB,Guinobatan,333,Morera,9733,2
ALB,Malinao,338,Dangcalan,2804,0
ALB,Ligao,336,Tandarora,7825,0
ALB,"Legaspi City",232,"Legaspi City",2333,1
ALB,Bacacay,164,Cajugutan,816,0
ALB,Ligao,336,Bacong,7833,0
ALB,Guinobatan,333,Minto,7729,0
ALB,Bacacay,164,Uson,7737,0
ALB,Bacacay,164,Cawayan,7745,0
ALB,Ligao,336,Barayong,5598,0
ALB,"Legaspi City",232,"Bgy 44 - Pawa Bgy 61",7394,2
ALB,Bacacay,164,Namanday,7753,0
ALB,Ligao,336,Francia,5606,0
ALB,Daraga,332,Tabon-Tabon,7402,2
ALB,Bacacay,164,Sula,7761,0
ALB,Ligao,336,Palapas,5614,0
ALB,Daraga,332,Anislag,5973,2
ALB,Camalig,233,Quinartilan,7410,0
ALB,Tabaco,345,Catigbihan,7769,0
ALB,Camalig,233,Caguiba,7418,0
ALB,Tabaco,345,"Hacienda San Miguel Island",7777,0
ALB,Camalig,233,Calabidongan,7426,0
ALB,Tabaco,345,"San Antonio",7785,0
ALB,Malinao,338,Comun,7793,0
ALB,Malinao,338,Quinarabasahan,7801,0
ALB,Tabaco,345,Bongabong,9717,0
ALB,Tiwi,346,Biyong,7809,0
ALB,Guinobatan,333,"Binogsacan Upper",9725,2
ALB,Tiwi,346,"San Bernardo",7817,0
ALB,Polangui,342,Balaba,5670,0
ALB,"Legaspi City",232,Imainod,6748,0
ALB,Polangui,342,Gamot,5678,0
ALB,Polangui,342,Polangui,2341,2
ALB,Camalig,233,Maninila,7722,0
ALB,Polangui,342,Napo,2477,0
ALB,Daraga,332,Busay,9414,1
ALB,"Legaspi City",232,Homapon,2844,0
ALB,Daraga,332,Maroroy,9422,1
ALB,Malinao,338,Malandayon,1551,0
ALB,Oas,340,"San Miguel",5622,0
ALB,Oas,340,Banao,5630,0
ALB,Daraga,332,Alobo,6708,0
ALB,Oas,340,Camagong,5638,0
ALB,Daraga,332,Inarado,6716,0
ALB,Oas,340,Matambo,5646,0
ALB,Daraga,332,"San Vicente Grande",6724,0
ALB,Polangui,342,Lourdes,5654,0
ALB,Guinobatan,333,"Sona Tomasa",6732,0
ALB,"Legaspi City",232,Banquerohan,1599,0
ALB,Polangui,342,"San Roque",5662,0
ALB,Guinobatan,333,"Muladbucad Pequeno",6740,0
ALB,Tiwi,346,Sogod,7818,0
ALB,Daraga,332,Matnog,2326,0
ALB,Guinobatan,333,Quitago,9734,2
ALB,Ligao,336,Tastas,7826,0
ALB,Libon,335,Libon,2334,0
ALB,Ligao,336,Balanac,7834,0
ALB,Guinobatan,333,Palanas,7730,0
ALB,Bacacay,164,"Vinisitahan-Napao Lsland",7738,0
ALB,Bacacay,164,Damacan,7746,0
ALB,Ligao,336,Basag,5599,0
ALB,"Legaspi City",232,"Bgy 46 - San Joaquin Bgy 64",7395,2
ALB,Bacacay,164,Namantao,7754,0
ALB,Ligao,336,Herrera,5607,0
ALB,Daraga,332,Banadero,7403,0
ALB,Malilipot,337,Binitayan,7762,0
ALB,Ligao,336,Pandan,5615,0
ALB,Camalig,233,Quitinday,7411,0
ALB,Tabaco,345,"Agnas San Miguel Island",7770,0
ALB,Camalig,233,Anoling,7419,0
ALB,Tabaco,345,Magapo,7778,0
ALB,Camalig,233,"Del Rosario",7427,0
ALB,Tabaco,345,"San Ramon",7786,0
ALB,Malinao,338,Diaro,7794,0
ALB,Malinao,338,Soa,7802,0
ALB,Tabaco,345,Mariroc,9718,0
ALB,Tiwi,346,Bolo,7810,0
ALB,Guinobatan,333,"Binogsacan Lower",9726,2
ALB,Polangui,342,Balinad,5671,0
ALB,"Legaspi City",232,Maslog,6749,0
ALB,Polangui,342,Itaran,5679,0
ALB,Rapu-Rapu,343,Rapu-Rapu,2342,0
ALB,Polangui,342,Agos,2478,0
ALB,Daraga,332,Cullat,9415,1
ALB,Daraga,332,Penafrancia,9423,1
ALB,Malinao,338,Biga-A,1544,2
ALB,"Legaspi City",232,"San Francisco",2861,0
ALB,Malinao,338,Manhanip,1552,2
ALB,Oas,340,"San Ramon",5623,0
ALB,Oas,340,Bangiawon,5631,0
ALB,Daraga,332,Balinad,6709,0
ALB,Oas,340,Casinagan,5639,0
ALB,Daraga,332,Kiaco,6717,0
ALB,Oas,340,Mayag,5647,0
ALB,Daraga,332,Talahib,6725,0
ALB,Polangui,342,Magpanambo,5655,0
ALB,Guinobatan,333,Malabnig,6733,0
ALB,Camalig,233,Balinad,1600,0
ALB,Polangui,342,Santicon,5663,0
ALB,Guinobatan,333,Ongo,6741,0
ALB,Ligao,336,Abella,7819,0
ALB,Daraga,332,Mi-Isi,2327,0
ALB,Guinobatan,333,"San Francisco",9735,2
ALB,Ligao,336,Tiongson,7827,0
ALB,Ligao,336,Ligao,2335,2
ALB,Bacacay,164,Panarayon,818,0
ALB,Camalig,233,Mina,7723,0
ALB,Guinobatan,333,Sinungton,7731,0
ALB,Bacacay,164,Banao,7739,0
ALB,"Legaspi City",232,"Bgy 53 - Bonga Bgy 48",7388,2
ALB,Bacacay,164,Langaton,7747,0
ALB,Ligao,336,Bobonsuran,5600,0
ALB,"Legaspi City",232,"Bgy 56 - Taysan Bgy 68",7396,2
ALB,Bacacay,164,Napao,7755,0
ALB,Ligao,336,Macalidong,5608,0
ALB,Daraga,332,Budiao,7404,0
ALB,Malilipot,337,Calbayog,7763,0
ALB,Ligao,336,Paulba,5616,0
ALB,Camalig,233,Solong,7412,0
ALB,Tabaco,345,Bantayan,7771,0
ALB,Camalig,233,Bantonan,7420,0
ALB,Tabaco,345,Oras,7779,0
ALB,Camalig,233,Gotob,7428,0
ALB,Tabaco,345,Sua-Igot,7787,0
ALB,Malinao,338,Estancia,7795,0
ALB,Malinao,338,Sugcad,7803,0
ALB,Tabaco,345,Buang,9719,0
ALB,Tiwi,346,Cale,7811,0
ALB,Guinobatan,333,Calzada,9727,2
ALB,Polangui,342,"Binagbangan Pintor",5672,0
ALB,"Legaspi City",232,Mariyawa,6750,0
ALB,Polangui,342,Kinuartilan,5680,0
ALB,Malinao,338,Malinao,161,2
ALB,Daraga,332,Gabawan,9416,2
ALB,Daraga,332,Pag-Asa,9424,1
ALB,Bacacay,164,Bacacay,2375,2
ALB,Malinao,338,Cabayugan,1545,0
ALB,Malinao,338,Navitas,1553,0
ALB,Oas,340,Talisay,5624,0
ALB,Oas,340,Bongoran,5632,0
ALB,Daraga,332,Bigao,6710,0
ALB,Oas,340,Coliat,5640,0
ALB,Daraga,332,Kiwalo,6718,0
ALB,Oas,340,Nagas,5648,0
ALB,Guinobatan,333,Agpay,6726,0
ALB,"Legaspi City",232,Buenavista,1593,0
ALB,Polangui,342,Matacon,5656,0
ALB,Guinobatan,333,Malipo,6734,0
ALB,Polangui,342,"Santa Cruz",5664,0
ALB,Guinobatan,333,Pood,6742,0
ALB,Ligao,336,Pinit,7820,0
ALB,Daraga,332,Namantao,2328,2
ALB,Guinobatan,333,"San Rafael",9736,2
ALB,Ligao,336,"Tula-Tula Grande",7828,0
ALB,Malilipot,337,Malilipot,2336,2
ALB,Camalig,233,Miti,7724,0
ALB,Bacacay,164,Bariw,7740,0
ALB,"Legaspi City",232,"Bgy 51 - Buyuan Bgy 49",7389,2
ALB,Bacacay,164,Manaet,7748,0
ALB,Ligao,336,Busac,5601,0
ALB,"Legaspi City",232,"Bgy 52 - Matanag",7397,2
ALB,Bacacay,164,Pigcobohan,7756,0
ALB,Ligao,336,Malama,5609,0
ALB,Daraga,332,Gapo,7405,0
ALB,Malilipot,337,Salvacion,7764,0
ALB,Camalig,233,Sua,7413,0
ALB,Tabaco,345,Basagan,7772,0
ALB,Camalig,233,Bariw,7421,0
ALB,Tabaco,345,Oson,7780,0
ALB,Tabaco,345,Tabiguian,7788,0
ALB,Malinao,338,Jonop,7796,0
ALB,Malinao,338,Tagoytoy,7804,0
ALB,Tiwi,346,Joroan,9720,0
ALB,Tiwi,346,Dap-Dap,7812,0
ALB,Guinobatan,333,Ilawod,9728,2
ALB,Polangui,342,Buyo,5673,0
ALB,"Legaspi City",232,"Bo Lamba",6751,0
ALB,Polangui,342,"La Medalla",5681,0
ALB,Tabaco,345,Tabaco,2344,2
ALB,Daraga,332,Alcala,9409,2
ALB,Daraga,332,"Ilawod Area",9417,1
ALB,Daraga,332,Sagpon,9425,1
ALB,Malinao,338,"San Ramon",1554,0
ALB,Ligao,336,Pinamaniquian,5617,0
ALB,Oas,340,Tapel,5625,0
ALB,Oas,340,Bogtong,5633,0
ALB,Daraga,332,Bongalon,6711,0
ALB,Oas,340,"Del Rosario",5641,0
ALB,Daraga,332,Lacag,6719,0
ALB,Oas,340,"San Pascual Nale",5649,0
ALB,Guinobatan,333,Balite,6727,0
ALB,Camalig,233,Burgos,1594,0
ALB,Polangui,342,Maynaga,5657,0
ALB,Guinobatan,333,Malobago,6735,0
ALB,Polangui,342,"Santa Teresita",5665,0
ALB,Guinobatan,333,Quibonbongan,6743,0
ALB,Ligao,336,Ranao-Ranao,7821,0
ALB,Daraga,332,Pandan,2329,0
ALB,Guinobatan,333,Travesia,9737,2
ALB,Ligao,336,"Tula-Tula Pequeno",7829,0
ALB,Malinao,338,Malinao,2337,2
ALB,Guinobatan,333,Inascan,7725,0
ALB,Bacacay,164,Buang,7741,0
ALB,"Legaspi City",232,"Bgy 45 - Dita Bgy 51",7390,2
ALB,Bacacay,164,"Mapulang Daga",7749,0
ALB,Ligao,336,Busay,5602,0
ALB,"Legaspi City",232,"Bgy 70 - Cagbacong Bgy 50",7398,0
ALB,Bacacay,164,"Pili Ilawod",7757,0
ALB,Ligao,336,Maonon,5610,0
ALB,Daraga,332,Kinawitan,7406,0
ALB,Malilipot,337,"San Antonio Sulong",7765,0
ALB,Camalig,233,Taladong,7414,0
ALB,Tabaco,345,Bonot,7773,0
ALB,Camalig,233,Binanderahan,7422,0
ALB,Tabaco,345,Pinagbobong,7781,0
ALB,Tabaco,345,"Visita San Miguel Island",7789,0
ALB,Malinao,338,Labnig,7797,0
ALB,Malinao,338,Tanawan,7805,0
ALB,Tiwi,346,Matalibong,7813,0
ALB,Guinobatan,333,"Inamnan Grande",9729,2
ALB,Guinobatan,333,"San Jose  Ogsong",6744,0
ALB,Polangui,342,Cepres,5674,0
ALB,Polangui,342,Manga,6752,0
ALB,Polangui,342,"La Purisima",5682,0
ALB,Camalig,233,Iluluan,7718,0
ALB,Tiwi,346,Tiwi,2345,2
ALB,Daraga,332,Bagumbayan,9410,1
ALB,Daraga,332,Kilicao,9418,1
ALB,Daraga,332,"San Roque",9426,1
ALB,Camalig,233,Camalig,2377,1
ALB,Malinao,338,Cogon,1547,0
ALB,Malinao,338,"San Roque",1555,0
ALB,Oas,340,Badbad,5618,0
ALB,Oas,340,Tobgon,5626,0
ALB,Oas,340,Cadawag,5634,0
ALB,Daraga,332,"Burgos ",6712,0
ALB,Oas,340,Manga,5642,0
ALB,Daraga,332,Mabini,6720,0
ALB,Oas,340,Pistola,5650,0
ALB,Guinobatan,333,Bololo,6728,0
ALB,Camalig,233,Budiao,1595,0
ALB,Polangui,342,Maysua,5658,0
ALB,Guinobatan,333,"Maninila ",6736,0
ALB,Polangui,342,Alomon,5666,0
ALB,Ligao,336,"San Vicente",7822,0
ALB,Daraga,332,Salvacion,2330,2
ALB,Ligao,336,Tupas,7830,0
ALB,Manito,339,Manito,2338,0
ALB,Guinobatan,333,Cabaluaon,7726,0
ALB,Bacacay,164,TambilagaoTambognon,7734,0
ALB,Bacacay,164,Cabasan,7742,0
ALB,"Legaspi City",232,"Bgy 55 - Estanza Bgy 53",7391,2
ALB,Bacacay,164,Mataas,7750,0
ALB,Ligao,336,Cabarian,5603,0
ALB,Daraga,332,Nabasan,7399,0
ALB,Bacacay,164,"Pili Iraya",7758,0
ALB,Ligao,336,Nasisi,5611,0
ALB,Daraga,332,Malobago,7407,0
ALB,Malilipot,337,"San Isidro Iraya",7766,0
ALB,Camalig,233,Taloto,7415,0
ALB,Tabaco,345,"San Isidro Boring",7774,0
ALB,Camalig,233,Binitayan,7423,0
ALB,Tabaco,345,Quinastillojan,7782,0
ALB,Malinao,338,Awang,7790,0
ALB,Malinao,338,Malolos,7798,0
ALB,Tiwi,346,Misibis,7806,0
ALB,Guinobatan,333,Banao,9722,2
ALB,Tiwi,346,Maynonong,7814,0
ALB,Guinobatan,333,"Inamnan Pequeno",9730,2
ALB,Polangui,342,Amoguis,5667,0
ALB,Guinobatan,333,Tandarora,6745,0
ALB,Polangui,342,Cotmon,5675,0
ALB,Polangui,342,Banilad,6753,0
ALB,Daraga,332,Sipi,5683,1
ALB,Camalig,233,Mabunga,7719,0
ALB,Daraga,332,Banag,9411,1
ALB,Daraga,332,"Kimantong ",9419,1
ALB,Daraga,332,"Sto Cr Sto Cristo ",9427,1
ALB,Camalig,233,Togoytoy,2378,0
ALB,Malinao,338,"Kinalangay Nuevo",1548,0
ALB,Oas,340,Saban,5619,0
ALB,Oas,340,Tablon,5627,0
ALB,Oas,340,Cagmanaba,5635,0
ALB,Daraga,332,Canarom,6713,0
ALB,Oas,340,Maporong,5643,0
ALB,Daraga,332,Maopi,6721,0
ALB,Oas,340,Ramay,5651,0
ALB,Guinobatan,333,Bubulusan,6729,0
ALB,Camalig,233,"San Vicente",1596,0
ALB,Polangui,342,Mendez,5659,0
ALB,Guinobatan,333,Mapaco,6737,0
ALB,Daraga,332,Mayon,2323,0
ALB,Guinobatan,333,Inacsa,9731,2
ALB,Ligao,336,Tagpo,7823,0
ALB,Guinobatan,333,Guinobatan,2331,2
ALB,Bacacay,164,Basud,814,0
ALB,Ligao,336,Allang,7831,0
ALB,Oas,340,Oas,2339,2
ALB,Guinobatan,333,Lomacao,7727,0
ALB,Bacacay,164,TambongonTambilagao,7735,0
ALB,Bacacay,164,Cagbulacao,7743,0
ALB,"Legaspi City",232,"Bgy 54 - Mabinit Bgy 59",7392,2
ALB,Bacacay,164,Misibis,7751,0
ALB,Ligao,336,Catburawan,5604,0
ALB,Daraga,332,"Sam Vicente Pequeno",7400,0
ALB,Bacacay,164,"San Pablo",7759,0
ALB,Ligao,336,Nabonton,5612,0
ALB,Camalig,233,Panoypoy,7408,0
ALB,Malilipot,337,"San Roque",7767,0
ALB,Camalig,233,Taplacon,7416,0
ALB,Tabaco,345,Buhian,7775,0
ALB,Camalig,233,Bongabong,7424,0
ALB,Tabaco,345,"Rawis San Miguel Island",7783,0
ALB,Malinao,338,Bagatangki,7791,0
ALB,Malinao,338,Matalipni,7799,0
ALB,Tabaco,345,Comon,9715,0
ALB,Tiwi,346,Bariis,7807,0
ALB,Guinobatan,333,Batbat,9723,2
ALB,Tiwi,346,Mayong,7815,0
ALB,Polangui,342,Anopol,5668,0
ALB,Guinobatan,333,"Maguiron ",6746,0
ALB,Polangui,342,Cotnogan,5676,0
ALB,Daraga,332,Villahermosa,5684,2
ALB,Camalig,233,Magogon,7720,0
ALB,Camalig,233,Palanog,2347,0
ALB,Malinao,338,Sipac,1517,0
ALB,Daraga,332,Bascaran,9412,2
ALB,Malilipot,337,Canaway,2483,0
ALB,Daraga,332,Malabog,9420,2
ALB,Daraga,332,Tagas,9428,1
ALB,Camalig,233,Cotmon,2379,0
ALB,Malinao,338,"Kinalangay Viejo",1549,0
ALB,Oas,340,"San Antonio",5620,0
ALB,Oas,340,Badian,5628,0
ALB,Malinao,338,"Banay Banay",6107,0
ALB,Oas,340,Calaguimit,5636,0
ALB,Daraga,332,"Dinoronan ",6714,0
ALB,Oas,340,Maramba,5644,0
ALB,Daraga,332,"San Rafael",6722,0
ALB,Oas,340,Rizal,5652,0
ALB,Guinobatan,333,Catomag,6730,0
ALB,Camalig,233,"San Ramon",1597,0
ALB,Polangui,342,Pinagdapugan,5660,0
ALB,Guinobatan,333,Masarawag,6738,0
ALB,Daraga,332,Daraga,2324,1
ALB,Guinobatan,333,Iraya,9732,2
ALB,Malinao,338,Bulabod,2803,0
ALB,Ligao,336,Tambo,7824,0
ALB,Jovellar,334,Jovellar,2332,0
ALB,Ligao,336,Amtic,7832,0
ALB,"Pio Duran",341,"Pio Duran",2340,0
ALB,Guinobatan,333,Maipon,7728,0
ALB,Bacacay,164,Tanagan,7736,0
ALB,Bacacay,164,Cagraray,7744,0
ALB,Ligao,336,Baligang,5597,0
ALB,"Legaspi City",232,"Bgy 50 - Padang Bgy 60",7393,2
ALB,Bacacay,164,Nahapunan,7752,0
ALB,Ligao,336,Culliat,5605,0
ALB,Daraga,332,Kidaco,7401,0
ALB,Bacacay,164,"San Pedro",7760,0
ALB,Ligao,336,Oma-Oma,5613,0
ALB,Camalig,233,Pariaan,7409,0
ALB,Malilipot,337,"Santa Cruz",7768,0
ALB,Camalig,233,Tumpa,7417,0
ALB,Tabaco,345,Cobo,7776,0
ALB,Camalig,233,"Cabraran Pequeno",7425,0
ALB,Tabaco,345,"Sagurong San Miguel Island",7784,0
ALB,Malinao,338,Bulang,7792,0
ALB,Malinao,338,Ogob,7800,0
ALB,Tabaco,345,Bongalon,9716,0
ALB,Tiwi,346,"Belen Malabog",7808,0
ALB,Guinobatan,333,Binogsacan,9724,2
ALB,Tiwi,346,Putsan,7816,0
ANO,"Butuan City",568,Pinamanculan,9373,0
ANO,"Agusan Del Norte",407,"Las Nieves",4320,0
ANO,"Butuan City",568,Baobaoan,5757,0
ANO,"Butuan City",568,Basag,6244,0
ANO,"Butuan City",568,"Las Nievas",9365,0
ANO,Cabadbaran,2,"Antonio Luna",4616,2
ANO,Cabadbaran,2,"Puting Bato",4624,2
ANO,"Butuan City",568,Bonbon,4648,1
ANO,"Butuan City",568,Taligaman,4656,0
ANO,"Butuan City",568,Pangabugan,9350,1
ANO,"Butuan City",568,Bugsukan,9358,0
ANO,"Butuan City",568,Salvacion,9374,0
ANO,"Agusan Del Norte",407,Tubay,4321,0
ANO,"Butuan City",568,Camayanan,5758,0
ANO,"Butuan City",568,Lemon,9366,0
ANO,Cabadbaran,2,"R T R ",4617,2
ANO,"Butuan City",568,Lumbocan,4649,0
ANO,"Butuan City",568,Bobon,4657,0
ANO,"Butuan City",568,"Brgy Amparo",9351,0
ANO,"Butuan City",568,Cabcabon,9359,0
ANO,"Butuan City",568,"San Mateo",9375,0
ANO,"Butuan City",568,Dumalagan,5759,0
ANO,"Butuan City",568,Mahay,9367,0
ANO,Cabadbaran,2,Magallanes,4618,2
ANO,"Butuan City",568,Antongalan,4642,1
ANO,"Butuan City",568,"Los Angeles",4650,0
ANO,"Butuan City",568,Mandacpan,4658,1
ANO,"Butuan City",568,Anticala,9352,0
ANO,"Butuan City",568,Dankias,9360,0
ANO,"Butuan City",568,Sumile,9376,0
ANO,"Butuan City",568,Maibu,5760,0
ANO,"Butuan City",568,Maguinda,9368,0
ANO,"Agusan Del Norte",407,Nasipit,4619,2
ANO,"Butuan City",568,Tiniwisan,4643,1
ANO,"Butuan City",568,Masao,4651,0
ANO,"Butuan City",568,Bagbag,4659,0
ANO,"Butuan City",568,Aupagan,9353,0
ANO,"Butuan City",568,Tungao,9377,0
ANO,"Butuan City",568,Pianing,5761,0
ANO,Cabadbaran,2,Concepcion,2,2
ANO,"Butuan City",568,"Don Francisco",9361,0
ANO,"Butuan City",568,Mandamo,9369,0
ANO,"Agusan Del Norte",407,Lawis,4620,2
ANO,"Butuan City",568,"Butuan City",4644,1
ANO,"Butuan City",568,Pagatpatan,4652,1
ANO,Cabadbaran,2,Bayabas,4660,2
ANO,"Butuan City",568,"Brgy Ampayon",9346,1
ANO,"Butuan City",568,Babag,9354,0
ANO,"Agusan Del Norte",407,Carmen,4317,0
ANO,"Butuan City",568,Tagabaca,5762,0
ANO,Cabadbaran,2,Dinabucan,3,2
ANO,"Butuan City",568,Dulag,9362,0
ANO,"Butuan City",568,"Manila De Bugabos",9370,0
ANO,"Agusan Del Norte",407,Kulit,4621,2
ANO,"Butuan City",568,Amamaylan,4645,1
ANO,"Butuan City",568,"Sto Nino",4653,0
ANO,Cabadbaran,2,Bay-Ang,4661,2
ANO,"Butuan City",568,"Agusan Pequeno",9347,1
ANO,"Butuan City",568,Bilay,9355,0
ANO,"Butuan City",568,"Nong Nong",9371,0
